Comment Date,Comment,Published To
04/15/2024,Excellent meal this evening.  Chef came and greeted our table and cooked our burgers perfectly.  Always pleased with our meals at Crosstown Grille.,None
04/15/2024,Service was quick and food was excellent as always.,None
04/15/2024,Very friendly and super clean! Great food and service,None
04/15/2024,We love going to Crosstown Grille for a quiet atmosphere and  well prepared meal with excellent service.,None
04/14/2024,The atmosphere and the food is a prefect. It is the best restaurant that we have tried and we will keep going to Maguire’s.,None
04/14/2024,Melanie the bartender is wonderful.,None
04/14/2024,Everything was great. Loved the live entertainment. Bourbon chicken was awesome!,None
04/13/2024,Fast and friendly service; great food!,None
04/12/2024,New improved Happy Hour,None
04/11/2024,Food was good and beer was cold,None
04/11/2024,"Friendliness, cleanliness and freshness of the food",None
04/11/2024,Staff so very top notch!!!! Food always great.,None
04/08/2024,The environment and quiet atmosphere,None
04/07/2024,"Great food, great service, and a great dining experience!",None
04/07/2024,The food is always great and the staff is always friendly.,None
04/07/2024,Connect your POS to your rewards système,None
04/06/2024,Beer was warm.,None
04/06/2024,Melanie is a great asset to your team.,None
04/06/2024,Love the atmosphere never had bad service and food and drinks are always perfect.,None
04/06/2024,"Steak, onion and mushroom hoagie lacked taste.",None
04/06/2024,Wings were Great and our Server had an Awesome attitude,None
04/05/2024,"Our server was wonderful, a great attitude and awesome service with a good sense of humor too.",None
04/05/2024,The food was excellent and the service was fast and friendly.  There was nothing I would change.  We enjoyed the entertainment also.  Just wish we had one in our town.,None
04/05/2024,Good food and great service.,None
04/05/2024,The fish was not overly battered which made it delicious. Our server was very attentive.,None
04/05/2024,Waitress was checking on us frequently and very professional.  Food was tasted fresh and really good. Enjoyed the atmosphere.,None
04/04/2024,"I liked reduced prices for happy hour and pint night. The Line Creek Bourbon beer was nice.
$4.00 for a Bud Light at happy hour isn't all that happy. I wish there were more happy hour offerings.",None
04/04/2024,"It was our first time at Maguires and we found the atmosphere, staff and food all top notch!!  We can’t wait to visit again!",None
04/04/2024,"Excellent service
Please consider better bar snacks at least during happy hour. What you concurrently have sucks!",None
04/04/2024,"Food was quite tasty and service was friendly and attentive.  Not sure it can get any better.  But...any chance for a ""kids eat free"" opportunity?",None
04/04/2024,"Had a wonderful lunch today with my mom & aunt who are in town visiting. From the moment we walked in until the moment we left, everyone was delightful! Excellent service from our awesome server, Sherrie, and all of your food was delicious.",None
04/04/2024,Wonderful staff.  Friendly and professional.  Food was excellent.,None
04/04/2024,Everyone was very friendly and it felt genuine not fake!,None
04/03/2024,"The service is alway great, friendly and knowledgeable servers and bartenders and the food is always fantastic. This has become my local restaurant and bar. Great atmosphere.",None
04/03/2024,Good food and great service today,None
04/03/2024,"We like the quick and friendly service in a clean atmosphere, eating a good meal. These are the 3 things, which combined, make a good place for a rewarding dining experience, and keeps us coming back. This is what Crosstown Grille delivers.",None
04/02/2024,Our waiter was very good.,None
04/02/2024,Always good service!,None
04/02/2024,My burger was perfect and the Reuben was piled high just as my Hero likes it,None
04/02/2024,"We came in for an early dinner on Thursday afternoon. Our server, William, provided great service throughout our meal. We both had Reubens with different sides - sweet potato fries & salad. Sandwiches were hot and fresh. Big portions and good value.
Everything went well - no recommendations from us!",None
04/01/2024,"Service was a little slow toward the end.  However, our server was very friendly.  Playing could use a little more thought.  Solid quality for price.  We will go back.",None
04/01/2024,"Quality of food and service was exceptional.  As far as improvements, I would like to see better access for the mobility impaired.",None
03/30/2024,"I usually get the bourbon chicken but after seeing the steak tips arrive at the bar to my right, I had to try them.  Again, like everything I’ve tried on the menu, my meal was excellent and perfectly cooked.  Thanks Rob",None
03/30/2024,Food and service are top notch. Great atmosphere and people as well.,None
03/30/2024,Service was great specially since we were a large group. Food all came out at the same time and enjoyed by everyone.,None
03/30/2024,"We know that when we go to the pub the food, no matter what we choose, will be excellent. The service is always top notch. the pub is our favorite restaurant for our family and to bring visitors.",None
03/29/2024,Really good chips!,None
03/29/2024,Jess is awesome.,None
03/29/2024,Great food and very good beer selection. Look forward to our next dinner there.,None
03/29/2024,"Wings, great friends, and a relaxing afternoon at our favorite gathering spot.  Crosstown Grill!",None
03/29/2024,"He’s and Melony are excellent bartenders! 
I love the Cobb salad with salmon. It’s consistently great every time!",None
03/29/2024,Loved the beef tips!,None
03/28/2024,"Melanie was very busy at the bar, but came over to our table, knew what we drank & was very pleasant!  Then a new server took over, Our group had the Salmon, Crosstown burger & poutine, no complaints!",None
03/28/2024,"Everything went well. Staff is friendly, no one minded our baby.",None
03/27/2024,Service was great!!,None
03/27/2024,We had a delightful evening at Crosstown Grille.  The server was knowledgable and provided great service.  Our party of 4 were all very happy with our food.  The highlight was the fish tacos!,None
